fname,sonyc_file,librispeech_file,script,label1_sonyc,label1_audioset,label2_sonyc,label2_audioset
5639-40744-0012__12_009584.wav,12_009584.wav,5639-40744-0012.flac,SHE SUCCEEDED IN OPENING THE WINDOW AND THE MOONLIGHT SHONE IN SO BRIGHTLY THAT SHE COULD DISTINGUISH THE COLOUR OF SOME DAMASK HANGINGS IN THE ROOM,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
7127-75946-0013__03_002882.wav,03_002882.wav,7127-75946-0013.flac,THE KING HAD COMPLETED HIS TOILETTE BY NINE O'CLOCK HE APPEARED IN AN OPEN CARRIAGE DECORATED WITH BRANCHES OF TREES AND FLOWERS,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
1188-133604-0005__41_004125.wav,41_004125.wav,1188-133604-0005.flac,IT IS THE HEAD OF A PARROT WITH A LITTLE FLOWER IN HIS BEAK FROM A PICTURE OF CARPACCIO'S ONE OF HIS SERIES OF THE LIFE OF SAINT GEORGE,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
7021-85628-0009__10_019299.wav,10_019299.wav,7021-85628-0009.flac,AT THE FARTHER END OF THE LARGEST HALL A TABLE WAS SET WITH GOLDEN CUPS AND GOLDEN PLATES IN LONG ROWS,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
5105-28241-0008__05_017665.wav,05_017665.wav,5105-28241-0008.flac,THE EARTH HAS UNDOUBTEDLY ENTERED UPON A NEW ORBIT BUT SHE IS NOT INCURRING ANY PROBABLE RISK OF BEING PRECIPITATED ONTO THE SUN,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
7729-102255-0010__02_013478.wav,02_013478.wav,7729-102255-0010.flac,OF THE LYNCHINGS THE MOBS AND THE MURDERS IT WOULD BE IMPOSSIBLE EXCEPT IN A VERY EXTENDED WORK TO NOTE THE FREQUENT AND ATROCIOUS DETAILS,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
8230-279154-0029__38_020556.wav,38_020556.wav,8230-279154-0029.flac,THE FACT THAT A MAN CAN RECITE A POEM DOES NOT SHOW THAT HE REMEMBERS ANY PREVIOUS OCCASION ON WHICH HE HAS RECITED OR READ IT,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
1284-134647-0000__10_007082.wav,10_007082.wav,1284-134647-0000.flac,THE GRATEFUL APPLAUSE OF THE CLERGY HAS CONSECRATED THE MEMORY OF A PRINCE WHO INDULGED THEIR PASSIONS AND PROMOTED THEIR INTEREST,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
2094-142345-0029__00_016821.wav,00_016821.wav,2094-142345-0029.flac,DID EVER ANYBODY SEE THE LIKE SCREAMED MISSUS POYSER RUNNING TOWARDS THE TABLE WHEN HER EYE HAD FALLEN ON THE BLUE STREAM,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
5105-28240-0015__16_020428.wav,16_020428.wav,5105-28240-0015.flac,FOR SOME MOMENTS HE SEEMED PERFECTLY STUPEFIED THEN RECOVERING HIMSELF HE BEGAN TO OVERWHELM THE COUNT WITH A TORRENT OF QUESTIONS,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
908-31957-0023__37_003697.wav,37_003697.wav,908-31957-0023.flac,I LOVE THEE FREELY AS MEN STRIVE FOR RIGHT I LOVE THEE PURELY AS THEY TURN FROM PRAISE,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
1284-1181-0012__40_001152.wav,40_001152.wav,1284-1181-0012.flac,NO ONE SAW HIM DO THIS FOR ALL WERE LOOKING AT THE POWDER OF LIFE BUT SOON THE WOMAN REMEMBERED WHAT SHE HAD BEEN DOING AND CAME BACK TO THE CUPBOARD,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
2961-961-0007__13_000755.wav,13_000755.wav,2961-961-0007.flac,THE SUBJECT WAS A VERY NOBLE ONE HE DESCRIBED THE MOST FAMOUS ACTION IN WHICH THE ATHENIAN PEOPLE WERE EVER ENGAGED,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
3575-170457-0033__04_006371.wav,04_006371.wav,3575-170457-0033.flac,SATURDAY AFTER SATURDAY COMES ROUND AND I CAN HAVE NO HOPE OF HEARING YOUR KNOCK AT THE DOOR AND THEN BEING TOLD THAT MISS E IS COME OH DEAR,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
7021-85628-0027__34_016690.wav,34_016690.wav,7021-85628-0027.flac,IF YOU DRESSED IN SILK AND GOLD FROM TOP TO TOE YOU COULD NOT LOOK ANY NICER THAN IN YOUR LITTLE RED CAP,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
2830-3980-0031__02_005731.wav,02_005731.wav,2830-3980-0031.flac,WHY DO THEY NOT INVADE THE CATHOLIC PROVINCES AND PREACH THEIR DOCTRINE TO GODLESS PRINCES BISHOPS AND DOCTORS AS WE HAVE DONE BY THE HELP OF GOD,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
8555-284447-0014__00_019542.wav,00_019542.wav,8555-284447-0014.flac,THE IDEA OF PATCHING CAP'N BILL TO A GOAT WAS VASTLY AMUSING TO HIM AND THE MORE HE THOUGHT OF IT THE MORE HE ROARED WITH LAUGHTER,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
121-121726-0000__23_002145.wav,23_002145.wav,121-121726-0000.flac,ALSO A POPULAR CONTRIVANCE WHEREBY LOVE MAKING MAY BE SUSPENDED BUT NOT STOPPED DURING THE PICNIC SEASON,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
6829-68771-0018__19_020533.wav,19_020533.wav,6829-68771-0018.flac,FOR A MOMENT BETH STOOD STARING WHILE THE NEW MAID REGARDED HER WITH COMPOSURE AND A SLIGHT SMILE UPON HER BEAUTIFUL FACE,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
6829-68771-0004__13_004024.wav,13_004024.wav,6829-68771-0004.flac,UNDER ORDINARY CONDITIONS REYNOLDS WAS SURE TO BE ELECTED BUT THE COMMITTEE PROPOSED TO SACRIFICE HIM IN ORDER TO ELECT HOPKINS,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
3570-5694-0015__29_017894.wav,29_017894.wav,3570-5694-0015.flac,SO MANY OF THEM HOWEVER AS MAKE UP THE RETAINER AND HANGERS ON OF THE PATRON MAY BE CLASSED AS VICARIOUS CONSUMER WITHOUT QUALIFICATION,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
5105-28241-0005__34_018476.wav,34_018476.wav,5105-28241-0005.flac,FOR A FEW MILES SHE FOLLOWED THE LINE HITHERTO PRESUMABLY OCCUPIED BY THE COAST OF ALGERIA BUT NO LAND APPEARED TO THE SOUTH,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
61-70970-0015__28_009287.wav,28_009287.wav,61-70970-0015.flac,WILL CRIED HE SOFTLY AND STUTELEY WHO HAD CHOSEN HIS COUCH ACROSS THE DOOR OF HIS YOUNG MASTER'S CHAMBER SPRANG UP AT ONCE IN ANSWER,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
5683-32879-0014__21_016513.wav,21_016513.wav,5683-32879-0014.flac,YES SOMETHING EVERYTHING SAID RACHEL HURRIEDLY LOOKING FROWNINGLY AT A FLOWER WHICH SHE WAS TWIRLING IN HER FINGERS,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
8555-292519-0007__13_019051.wav,13_019051.wav,8555-292519-0007.flac,IT IS MY HEART HUNG IN THE SKY AND NO CLOUDS EVER FLOAT BETWEEN THE GRAVE FLOWERS AND MY HEART ON HIGH,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
3570-5694-0005__14_004928.wav,14_004928.wav,3570-5694-0005.flac,UNDER THE TABU CERTAIN VICTUALS AND MORE PARTICULARLY CERTAIN BEVERAGES ARE STRICTLY RESERVED FOR THE USE OF THE SUPERIOR CLASS,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
4992-23283-0009__03_011821.wav,03_011821.wav,4992-23283-0009.flac,OH MY LORD CRIED MISS WOODLEY WITH A MOST FORCIBLE ACCENT YOU ARE THE LAST PERSON ON EARTH SHE WOULD PARDON ME FOR ENTRUSTING,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
8555-284447-0008__08_020275.wav,08_020275.wav,8555-284447-0008.flac,RICH JEWELS OF BLUE STONES GLITTERED UPON THEIR PERSONS AND THE ROYAL LADIES WERE FULLY AS GORGEOUS AS THEY WERE HAUGHTY AND OVERBEARING,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
2961-960-0018__03_001470.wav,03_001470.wav,2961-960-0018.flac,BUT IN THE REST OF THE WORK THE POWER OF LANGUAGE SEEMS TO FAIL HIM AND THE DRAMATIC FORM IS WHOLLY GIVEN UP,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
2830-3979-0009__35_006415.wav,35_006415.wav,2830-3979-0009.flac,IT PRESENTS LIKE NO OTHER OF LUTHER'S WRITINGS THE CENTRAL THOUGHT OF CHRISTIANITY THE JUSTIFICATION OF THE SINNER FOR THE SAKE OF CHRIST'S MERITS ALONE,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
8463-294828-0010__25_012674.wav,25_012674.wav,8463-294828-0010.flac,NEVER DID HE OBJECT TO BUCKLING UP HIS SUITCASE FOR ANY COUNTRY WHATEVER CHINA OR THE CONGO NO MATTER HOW FAR OFF IT WAS,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
3570-5694-0017__24_000044.wav,24_000044.wav,3570-5694-0017.flac,THE WEARING OF UNIFORMS OR LIVERIES IMPLIES A CONSIDERABLE DEGREE OF DEPENDENCE AND MAY EVEN BE SAID TO BE A MARK OF SERVITUDE REAL OR OSTENSIBLE,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
260-123440-0010__01_011433.wav,01_011433.wav,260-123440-0010.flac,HOW CHEERFULLY HE SEEMS TO GRIN HOW NEATLY SPREAD HIS CLAWS AND WELCOME LITTLE FISHES IN WITH GENTLY SMILING JAWS,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
3729-6852-0022__02_009515.wav,02_009515.wav,3729-6852-0022.flac,I ADDRESS HIM IN ITALIAN AND HE ANSWERS VERY WITTILY BUT HIS WAY OF SPEAKING MAKES ME SMILE AND I TELL HIM WHY,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
4992-41806-0001__01_019567.wav,01_019567.wav,4992-41806-0001.flac,TO NIGHT THERE WAS NO NEED OF EXTRA HEAT AND THERE WERE GREAT CEREMONIES TO BE OBSERVED IN LIGHTING THE FIRES ON THE HEARTHSTONES,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
7729-102255-0002__18_000852.wav,18_000852.wav,7729-102255-0002.flac,THAT SUMMER'S EMIGRATION HOWEVER BEING MAINLY FROM THE FREE STATES GREATLY CHANGED THE RELATIVE STRENGTH OF THE TWO PARTIES,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
3575-170457-0006__23_007273.wav,23_007273.wav,3575-170457-0006.flac,HER FEEBLE HEALTH GAVE HER HER YIELDING MANNER FOR SHE COULD NEVER OPPOSE ANY ONE WITHOUT GATHERING UP ALL HER STRENGTH FOR THE STRUGGLE,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
61-70968-0010__32_019778.wav,32_019778.wav,61-70968-0010.flac,FORTHWITH ALL RAN TO THE OPENING OF THE TENT TO SEE WHAT MIGHT BE AMISS BUT MASTER WILL WHO PEEPED OUT FIRST NEEDED NO MORE THAN ONE GLANCE,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
1284-1180-0026__41_009206.wav,41_009206.wav,1284-1180-0026.flac,BUT FIRST I WILL TELL YOU THAT FOR MANY YEARS I HAVE LONGED FOR A SERVANT TO HELP ME WITH THE HOUSEWORK AND TO COOK THE MEALS AND WASH THE DISHES,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
5105-28233-0002__16_008649.wav,16_008649.wav,5105-28233-0002.flac,IT MUST BE OWNED AND NO ONE WAS MORE READY TO CONFESS IT THAN HIMSELF THAT HIS LITERARY ATTAINMENTS WERE BY NO MEANS OF A HIGH ORDER,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
6930-76324-0027__00_012388.wav,00_012388.wav,6930-76324-0027.flac,FORGETTING ALL THEIR WEARINESS THEY SEIZED THEIR CANDLES AND SCURRIED THROUGH THE HOUSE FINDING AN OCCASIONAL PAPER TUCKED AWAY IN SOME ODD CORNER,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
5683-32866-0012__29_006575.wav,29_006575.wav,5683-32866-0012.flac,NOW THAT'S IMPOSSIBLE RADIE FOR I REALLY DON'T THINK I ONCE THOUGHT OF HIM ALL THIS EVENING EXCEPT JUST WHILE WE WERE TALKING,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
3570-5695-0011__31_005660.wav,31_005660.wav,3570-5695-0011.flac,IT IS EVIDENT THEREFORE THAT THE PRESENT TREND OF THE DEVELOPMENT IS IN THE DIRECTION OF HEIGHTENING THE UTILITY OF CONSPICUOUS CONSUMPTION AS COMPARED WITH LEISURE,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
2961-960-0001__39_001717.wav,39_001717.wav,2961-960-0001.flac,THE INFLUENCE WITH THE TIMAEUS HAS EXERCISED UPON POSTERITY IS DUE PARTLY TO A MISUNDERSTANDING,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
61-70968-0049__10_020772.wav,10_020772.wav,61-70968-0049.flac,HAVE YOUR WILL CHILD IF THE BOY ALSO WILLS IT MONTFICHET ANSWERED FEELING TOO ILL TO OPPOSE ANYTHING VERY STRONGLY JUST THEN,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
1995-1837-0012__06_013653.wav,06_013653.wav,1995-1837-0012.flac,HE SPLASHED AND STAMPED ALONG FARTHER AND FARTHER ONWARD UNTIL HE NEARED THE RAMPART OF THE CLEARING AND PUT FOOT UPON THE TREE BRIDGE,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
7176-92135-0022__31_020363.wav,31_020363.wav,7176-92135-0022.flac,TO BE OR NOT TO BE THAT IS THE QUESTION WHETHER TIS NOBLER IN THE MIND TO SUFFER THE SLINGS AND ARROWS WHAT NO HAMLET SPEAKING,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
672-122797-0055__25_001249.wav,25_001249.wav,672-122797-0055.flac,AND THEN HE TOLD ALL ABOUT HIS YOUTH AND THE LITTLE MICE HAD NEVER HEARD THE LIKE BEFORE AND THEY LISTENED AND SAID,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
4992-41797-0021__01_016738.wav,01_016738.wav,4992-41797-0021.flac,SHE'S WONDERFUL MORE WONDERFUL THAN ANYBODY WE'VE EVER SEEN ANYWHERE AND SHE DRAWS BETTER THAN THE TEACHER IN CHARLESTOWN,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
1320-122617-0019__02_005472.wav,02_005472.wav,1320-122617-0019.flac,UNCAS OCCUPIED A DISTANT CORNER IN A RECLINING ATTITUDE BEING RIGIDLY BOUND BOTH HANDS AND FEET BY STRONG AND PAINFUL WITHES,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
3575-170457-0000__37_019817.wav,37_019817.wav,3575-170457-0000.flac,AND OFTEN HAS MY MOTHER SAID WHILE ON HER LAP I LAID MY HEAD SHE FEARED FOR TIME I WAS NOT MADE BUT FOR ETERNITY,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
2961-960-0004__30_012516.wav,30_012516.wav,2961-960-0004.flac,THERE IS NO DANGER OF THE MODERN COMMENTATORS ON THE TIMAEUS FALLING INTO THE ABSURDITIES OF THE NEO PLATONISTS,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
7021-85628-0018__20_000094.wav,20_000094.wav,7021-85628-0018.flac,AND IT IS MADE OF MOTHER'S BEST YARN AND SHE KNITTED IT HERSELF AND EVERYBODY WANTS TO GET IT AWAY FROM ME,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
672-122797-0073__40_002789.wav,40_002789.wav,672-122797-0073.flac,THE WOOD FLAMED UP SPLENDIDLY UNDER THE LARGE BREWING COPPER AND IT SIGHED SO DEEPLY,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
1221-135767-0010__08_020619.wav,08_020619.wav,1221-135767-0010.flac,SHE SCREAMED AND SHOUTED TOO WITH A TERRIFIC VOLUME OF SOUND WHICH DOUBTLESS CAUSED THE HEARTS OF THE FUGITIVES TO QUAKE WITHIN THEM,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
5105-28240-0024__01_012084.wav,01_012084.wav,5105-28240-0024.flac,DOUBTS NOW AROSE AND SOME DISCUSSION FOLLOWED WHETHER OR NOT IT WAS DESIRABLE FOR BEN ZOOF TO ACCOMPANY HIS MASTER,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
7176-88083-0024__37_003320.wav,37_003320.wav,7176-88083-0024.flac,THE LAST DROP FLY AS LUCK WOULD HAVE IT CAUGHT JUST IN THE CORNER OF THE HAWK'S ANGRILY OPEN BEAK HOOKING ITSELF FIRMLY,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
3729-6852-0023__11_018810.wav,11_018810.wav,3729-6852-0023.flac,MY REMARK PLEASES HIM BUT I SOON PROVE TO HIM THAT IT IS NOT THE RIGHT WAY TO SPEAK HOWEVER PERFECT MAY HAVE BEEN THE LANGUAGE OF THAT ANCIENT WRITER,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
1995-1826-0023__38_020666.wav,38_020666.wav,1995-1826-0023.flac,GOOBERS DON'T GROW ON THE TOPS OF VINES BUT UNDERGROUND ON THE ROOTS LIKE YAMS IS THAT SO,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
2830-3980-0067__16_006882.wav,16_006882.wav,2830-3980-0067.flac,THIS SENTENCE ALSO DEFINES OUR SINS AS GREAT SO GREAT IN FACT THAT THE WHOLE WORLD COULD NOT MAKE AMENDS FOR A SINGLE SIN,5-1_car-horn_presence,"Vehicle horn, car horn, honking",7-1_person-or-small-group-talking_presence,Speech
1284-1180-0000__16_010561.wav,16_010561.wav,1284-1180-0000.flac,HE WORE BLUE SILK STOCKINGS BLUE KNEE PANTS WITH GOLD BUCKLES A BLUE RUFFLED WAIST AND A JACKET OF BRIGHT BLUE BRAIDED WITH GOLD,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
908-157963-0006__16_020670.wav,16_020670.wav,908-157963-0006.flac,AND GENTLE SLEEP THE SLEEP OF DEATH AND GENTLY HEAR THE VOICE OF HIM THAT WALKETH IN THE GARDEN IN THE EVENING TIME,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
8455-210777-0019__11_011349.wav,11_011349.wav,8455-210777-0019.flac,THEN THERE WERE THREE OR FOUR LEADING MEN OF THE COMMUNITY WITH THEIR WIVES WHO WERE FOR THE MOST PART THE FATHERS AND MOTHERS OF THE YOUNG LADIES,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
908-157963-0026__28_010278.wav,28_010278.wav,908-157963-0026.flac,AND SAYS THOU MOTHER OF MY CHILDREN I HAVE LOVED THEE AND I HAVE GIVEN THEE A CROWN THAT NONE CAN TAKE AWAY,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
1995-1837-0026__38_011557.wav,38_011557.wav,1995-1837-0026.flac,SHE HAD BEEN BORN WITHIN ITS BORDERS WITHIN ITS BORDERS SHE HAD LIVED AND GROWN AND WITHIN ITS BORDERS SHE HAD MET HER LOVE,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
4507-16021-0053__04_006388.wav,04_006388.wav,4507-16021-0053.flac,TO DIMINISH THE NUMBER OF THE SHADY TO AUGMENT THE NUMBER OF THE LUMINOUS THAT IS THE OBJECT,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
7127-75947-0027__37_010751.wav,37_010751.wav,7127-75947-0027.flac,TO SAY NOTHING SAID MONTALAIS SO THAT WHEN MADEMOISELLE DE TONNAY CHARENTE THINKS ATHENAIS IS THE ONLY ONE WHO KNOWS IT,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
2830-3979-0003__06_018772.wav,06_018772.wav,2830-3979-0003.flac,THE UNDERTAKING WHICH SEEMED SO ATTRACTIVE WHEN VIEWED AS A LITERARY TASK PROVED A MOST DIFFICULT ONE AND AT TIMES BECAME OPPRESSIVE,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
1580-141084-0029__36_008995.wav,36_008995.wav,1580-141084-0029.flac,HIS TROUBLED BLUE EYES GLANCED AT EACH OF US AND FINALLY RESTED WITH AN EXPRESSION OF BLANK DISMAY UPON BANNISTER IN THE FARTHER CORNER,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
4970-29093-0023__41_010949.wav,41_010949.wav,4970-29093-0023.flac,HE WELL KNEW THE PERILS OF THE FRONTIER THE SAVAGE STATE OF SOCIETY THE LURKING INDIANS AND THE DANGERS OF FEVER,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
2830-3980-0057__18_004103.wav,18_004103.wav,2830-3980-0057.flac,THE ARIANS TOOK CHRIST FOR A NOBLE AND PERFECT CREATURE SUPERIOR EVEN TO THE ANGELS BECAUSE BY HIM GOD CREATED HEAVEN AND EARTH,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
4992-23283-0004__25_011728.wav,25_011728.wav,4992-23283-0004.flac,AND YET YOU MUST OWN HER BEHAVIOUR HAS WARRANTED THEM HAS IT NOT BEEN IN THIS PARTICULAR INCOHERENT AND UNACCOUNTABLE,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
8230-279154-0015__41_005460.wav,41_005460.wav,8230-279154-0015.flac,THEY MUST HAVE SOME CHARACTERISTIC WHICH MAKES US REGARD THEM AS REFERRING TO MORE OR LESS REMOTE PORTIONS OF THE PAST,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
5639-40744-0006__32_020586.wav,32_020586.wav,5639-40744-0006.flac,RODOLFO ARRIVED AT HIS OWN HOUSE WITHOUT ANY IMPEDIMENT AND LEOCADIA'S PARENTS REACHED THEIRS HEART BROKEN AND DESPAIRING,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
2094-142345-0001__09_001706.wav,09_001706.wav,2094-142345-0001.flac,BUT THE WINDOWS ARE PATCHED WITH WOODEN PANES AND THE DOOR I THINK IS LIKE THE GATE IT IS NEVER OPENED,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
8555-284447-0002__16_020524.wav,16_020524.wav,8555-284447-0002.flac,I WOULDN'T MIND A CUP O COFFEE MYSELF SAID CAP'N BILL I'VE HAD CONSID'BLE EXERCISE THIS MORNIN AND I'M ALL READY FOR BREAKFAS,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
7021-85628-0010__20_003605.wav,20_003605.wav,7021-85628-0010.flac,ON HUGE SILVER PLATTERS WERE PYRAMIDS OF TARTS AND CAKES AND RED WINE SPARKLED IN GLITTERING DECANTERS,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
4970-29093-0013__22_017487.wav,22_017487.wav,4970-29093-0013.flac,AND HE WENT BACK TO HIS BOOKS AND TO HIS WAITING FOR AN OPENING LARGE ENOUGH FOR HIS DIGNIFIED ENTRANCE INTO THE LITERARY WORLD,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
7021-79730-0005__29_011481.wav,29_011481.wav,7021-79730-0005.flac,SO YOU WILL BE A GOOD GIRL I KNOW AND NOT MAKE ANY TROUBLE BUT WILL STAY AT HOME CONTENTEDLY WON'T YOU,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
3575-170457-0054__06_018875.wav,06_018875.wav,3575-170457-0054.flac,STUNG BY ANXIETY FOR THIS LITTLE SISTER SHE UPBRAIDED MISS W FOR HER FANCIED INDIFFERENCE TO ANNE'S STATE OF HEALTH,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
1089-134691-0025__29_009770.wav,29_009770.wav,1089-134691-0025.flac,A MOMENT BEFORE THE GHOST OF THE ANCIENT KINGDOM OF THE DANES HAD LOOKED FORTH THROUGH THE VESTURE OF THE HAZEWRAPPED CITY,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
2094-142345-0034__20_011684.wav,20_011684.wav,2094-142345-0034.flac,AND THERE'S LINEN IN THE HOUSE AS I COULD WELL SPARE YOU FOR I'VE GOT LOTS O SHEETING AND TABLE CLOTHING AND TOWELLING AS ISN'T MADE UP,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
1580-141084-0041__34_002169.wav,34_002169.wav,1580-141084-0041.flac,NO HARM WOULD HAVE BEEN DONE HAD IT NOT BEEN THAT AS HE PASSED YOUR DOOR HE PERCEIVED THE KEY WHICH HAD BEEN LEFT BY THE CARELESSNESS OF YOUR SERVANT,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
7127-75946-0006__23_017274.wav,23_017274.wav,7127-75946-0006.flac,HE HAS GIVEN THEM WITH TOO MUCH GRACE NOT TO HAVE OTHERS STILL TO GIVE IF THEY ARE REQUIRED WHICH IS THE CASE AT THE PRESENT MOMENT,5-3_siren_presence,Siren,7-1_person-or-small-group-talking_presence,Speech
